GeneID	Rank	Score	p.adjust	FileCount	FileNames	GenePositions
AGER	1	0.000253678335870117	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	3,3,7,7
CA4	2	0.000380517503805175	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	47,6,9,4
EDNRB	3	0.000507356671740233	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	15,30,1,5
FAM107A	4	0.000558092338914257	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	18,4,52,1
TEK	5	0.000735667174023338	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	28,20,10,9
ADH1B	6	0.000862506341958397	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	12,5,144,22
SPTBN1	7	0.00104008117706748	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	30,11,8,86
TCF21	8	0.0010908168442415	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	7,35,31,12
ACADL	9	0.00111618467782851	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	56,10,13,31
STX11	10	0.00114155251141553	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	17,28,18,458
ADAMTS8	11	0.00116692034500254	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	40,2,6,55
JAM2	12	0.00159817351598174	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	25,40,84,13
FABP4	13	0.00167427701674277	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1,78,45,21
SLIT3	14	0.00197869101978691	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	20,16,1185,58
CDH5	15	0.00200405885337392	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	51,103,28,6
GDF10	16	0.00200405885337392	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	59,21,12,248
CAV1	17	0.00223236935565703	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	13,196,49,39
KANK3	18	0.00223236935565703	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	26,64,14,129
PTPRB	19	0.00243531202435312	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	53,42,43,130
STARD13	20	0.00251141552511416	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	303,82,19,16
FCN3	21	0.0026128868594622	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	302,31,25,73
PECAM1	22	0.0028158295281583	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	14,290,96,15
EMCN	23	0.00284119736174531	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	42,25,365,70
ABCA8	24	0.00284119736174531	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	33,81,4971,27
MCEMP1	25	0.00286656519533232	0.934767456596122	3	gene1.txt, gene2.txt, gene3.txt	86,29,5,NA
FHL1	26	0.00299340436326738	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	54,100,64,20
CD36	27	0.00317097919837646	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	35,104,90,2
FAM189A2	28	0.00332318619989853	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	745,34,29,99
TNNC1	29	0.00342465753424658	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	306,23,51,84
CLIC5	30	0.0034753932014206	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	518,18,47,90
LIMS2	31	0.00357686453576865	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	74,248,57,68
SPOCK2	32	0.00372907153729072	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	27,184,103,44
ADARB1	33	0.00377980720446474	0.934767456596122	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	55,106,94,41
