GeneID	Rank	Score	p.adjust	FileCount	FileNames	GenePositions
AGER	1	0.000267746042707148	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	3,3,7,7
EDNRB	2	0.000270380947606671	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	15,30,1,5
TEK	3	0.000271796088953126	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	28,20,10,9
CA4	4	0.000271796088953126	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	47,6,9,4
FAM107A	5	0.000272595135265585	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	18,4,52,1
TCF21	6	0.000273307235317484	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	7,35,31,12
ADAMTS8	7	0.00027509507419255	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	40,2,6,55
ACADL	8	0.000275723387328585	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	56,10,13,31
SPTBN1	9	0.000277978291700167	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	30,11,8,86
FABP4	10	0.000278703481025609	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1,78,45,21
JAM2	11	0.000280250362924164	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	25,40,84,13
ADH1B	12	0.000282355933053065	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	12,5,144,22
CDH5	13	0.000282631656212491	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	51,103,28,6
CD36	14	0.000286611342573772	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	35,104,90,2
KANK3	15	0.000286797708149887	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	26,64,14,129
FHL1	16	0.000287264115875004	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	54,100,64,20
PTPRB	17	0.000290077426504031	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	53,42,43,130
CAV1	18	0.000292631317952923	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	13,196,49,39
ADARB1	19	0.000292726307319269	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	55,106,94,41
S1PR1	20	0.00029320168488137	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	29,120,107,45
LDB2	21	0.000294250046433459	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	19,127,141,25
RGCC	22	0.0002957811665628	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	22,116,112,78
GDF10	23	0.000297030659094243	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	59,21,12,248
HIGD1B	24	0.000297705496124295	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	95,150,95,10
SPOCK2	25	0.000298575240780352	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	27,184,103,44
FXYD1	26	0.000299835714715732	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	43,107,146,74
TMEM100	27	0.000299835714715732	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	159,85,17,111
CLDN18	28	0.000300127295813781	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	135,50,115,75
GRK5	29	0.000301198685957404	0.0424726398273326	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	140,138,106,3
