SPP1	2.37554882
COL1A1	2.33244108
SPINK1	2.12729966
TOP2A	1.84368687
SPP1	1.82346801
MMP12	1.80151852
TUBB3	1.79396633
	1.77464983
UBE2C	1.70627946
CRABP2	1.68916498
MDK	1.6813367
HMGB3	1.67125253
PCP4	1.66940067
CDCA7	1.60611111
SULF1	1.59186532
COL1A2	1.5810101
PROM2	1.57873401
MMP7	1.57338047
CDC20	1.56411785
MMP11	1.55240404
OCIAD2	1.54890909
GPT2	1.53573401
PAFAH1B3	1.52409091
THBS2	1.51396296
ADAMDEC1	1.48599327
CXCL13	1.47441751
NME1	1.46655556
CD24	1.4423165
TIMP1	1.43853872
C15orf48	1.43845455
GCNT3	1.37834007
SLC2A1	1.36923906
FAM83A	1.36357576
FGL1	1.35609428
PITX1	1.35511785
CCNB2	1.35014141
GOLM1	1.34627946
PSAT1	1.33290572
MMP9	1.32376094
MELK	1.31126263
IGFBP3	1.30707407
EEF1A2	1.30400673
FHL2	1.30117508
SBK1	1.29135354
COL5A2	1.27909091
HIST1H2BD	1.26972054
RGS17	1.26948148
KIAA0101	1.26094949
TNFRSF21	1.25274411
ASPM	1.24955219
CDH3	1.2377138
CD19	1.23672391
CDCA5	1.23532323
FHL2	1.23226263
CTHRC1	1.22484848
	1.21693939
CFB	1.21418182
CD79A	1.2110101
IGFBP3	1.20693266
DNAJC12	1.20498316
S100P	1.19859259
UBD	1.19484512
TUBB2B	1.18161279
MARCKSL1	1.1760101
THY1	1.17241414
SPDEF	1.1679899
NUSAP1	1.15066667
GJB2	1.14384512
LCN2	1.1433165
CCL19	1.14282155
SERPINE2	1.14004377
CDC45	1.12616162
OCIAD2	1.12575421
ITPKA	1.11912458
COMP	1.11317172
CLDN10	1.10984848
LAD1	1.10756229
PTTG1	1.10054209
C1orf106	1.09455892
UBE2T	1.09185859
COL11A1	1.08385859
	1.07745791
HES6	1.06619192
SCG5	1.06173737
COL10A1	1.06035354
DNAJC12	1.05640404
PPP1R14B	1.05475084
KRT80	1.05426936
HMGA1	1.0460303
PAICS	1.04579125
HIST1H2BD	1.04551178
AURKA	1.04436027
PODXL2	1.04430303
FKBP11	1.04234343
HS6ST2	1.03269697
GMDS	1.02579461
FBXO32	1.02370707
MIF	1.02229966
KRT8	1.01864646
MZB1	1.017633
CELSR3	1.0143367
CLDN3	1.01360943
VPREB3	1.01311448
GYG2	1.00859259
CENPF	1.00748485
TK1	0.99691246
PRC1	0.99521212
FCRLA	0.99279461
RPP40	0.9923367
AURKA	0.99157576
CEMIP	0.98476768
FDCSP	0.98389562
	0.98302357
SLC35F2	0.9800404
ERO1A	0.97684848
LTB	0.97514815
PAICS	0.97119529
SIX4	0.96961953
SHMT2	0.96792593
KDELR3	0.96705387
LRRC26	0.95901347
FCGBP	0.947367
TYMS	0.94232323
AGR2	0.94098316
IDH2	0.93974074
MCM4	0.93694276
FOXA1	0.93611111
FUT2	0.93443098
CXCL9	0.9336734
ANKRD22	0.92989899
SERINC2	0.92550168
PRDX4	0.92441751
NPM3	0.92341077
ENC1	0.92272727
XPR1	0.92079461
CST1	0.92056229
GFPT1	0.92054882
TXNDC17	0.92042761
ALG1L	0.91958923
TIMELESS	0.91612458
PLAU	0.91338047
KRT15	0.9093771
LGSN	0.90549495
JSRP1	0.90354209
HIST2H2AA3	0.89942424
CLIC6	0.89941414
PLOD2	0.89684848
KIF20A	0.89614478
AK4	0.89529966
BOP1	0.89446128
	0.88637037
SSR4	0.88440404
ARHGEF19	0.88322896
CD79B	0.8790303
AURKB	0.87674411
	0.87421212
	0.87345118
UQCC2	0.87301347
GAPDH	0.87121886
GGCT	0.87092929
CEP55	0.8703468
COL5A1	0.86645791
RHPN2	0.8653569
STAT1	0.86339057
GALE	0.85905387
ALDH18A1	0.85878114
SOX4	0.85711785
SMPDL3B	0.85705387
E2F2	0.85620539
KDELR2	0.85609091
MXRA5	0.85531987
PGM2L1	0.85473737
SEMA4B	0.85316835
KNTC1	0.85296296
STX1A	0.85242088
BCAS4	0.85111785
SRPK1	0.85060269
TMED3	0.84793266
PIM2	0.84477441
KRT19	0.84357576
NQO1	0.84268687
MB	0.84139057
CEACAM5	0.84088889
HTR3A	0.83820875
SLC22A18AS	0.83394949
LAMP5	0.83286532
MANF	0.83174747
MESP1	0.83118519
C1QTNF6	0.83032997
VSTM2L	0.83011448
SDF2L1	0.82954545
CDK1	0.82944444
TESC	0.82808081
GAPDH	0.82781145
NCAPG	0.82768687
MAGED1	0.82669697
KDELR3	0.8260303
PARP1	0.82491582
STIL	0.82419192
	0.81816162
ATIC	0.81511785
GPX2	0.81491919
C19orf48	0.81471717
FEN1	0.81149495
BIRC5	0.81052525
CAPN12	0.80957912
ATP2A2	0.80951178
PFKP	0.80810774
RPL39L	0.80797306
MRPS12	0.80719865
NET1	0.80616162
SLC2A5	0.80492593
MX2	0.80422896
CCNE1	0.80343098
CLDN2	0.80302694
CCNF	0.80223906
SLC7A5	0.80170034
CA9	0.80119529
FAM136A	0.79819192
ZDHHC9	0.79752525
CABYR	0.79690909
TTYH3	0.79657912
TYMSOS	0.79637374
PLPP2	0.79590236
CENPM	0.79544108
CNOT11	0.79431987
LAGE3	0.79414815
KLK12	0.79363636
DLGAP5	0.79227946
ENO3	0.79006734
HMBS	0.78849832
DTX2	0.78710774
	0.78511785
NME4	0.78505387
RPL34	0.78455892
PDIA4	0.78158249
F12	0.78130303
MUC16	0.78086869
BOLA2	0.78073737
TTK	0.77937374
WDR66	0.77607407
SRPRB	0.77547138
MTFP1	0.77246128
ALDH3B2	0.7696633
RAD51AP1	0.76894613
SLC52A2	0.76888889
E2F3	0.76887542
FLAD1	0.76826599
TRIP13	0.76825589
PDIA6	0.76375758
NFE2L3	0.76323569
TRIM2	0.76321212
SYT7	0.76267677
SNRNP25	0.75914141
MCM4	0.75820539
IGF2BP3	0.75576768
C11orf80	0.75526936
MAGED1	0.75506734
AKR7A3	0.75114815
EIF2AK1	0.75057576
OIP5	0.74996633
TFAP2A	0.74975758
MCM7	0.74905387
TCN1	0.74883165
C17orf53	0.74850842
AHCY	0.74777104
SLC25A39	0.74752525
CCDC167	0.74681481
P3H4	0.74613805
ST14	0.74413131
CYP24A1	0.7430202
KIF2C	0.74095286
TMEM132A	0.74000337
BAIAP2L1	0.73998316
ZNF239	0.7396431
SLC39A11	0.73954209
POSTN	0.73946128
DDIT4L	0.73591246
ARHGAP39	0.73478451
F2RL1	0.73421212
SMUG1	0.73376094
C20orf24	0.73329293
CKAP2L	0.73111111
PTTG3P	0.72988215
SAPCD2	0.7293771
PNMA3	0.72919192
CDCA8	0.72917508
DKC1	0.72836027
MUC20	0.72812458
ANLN	0.72705051
SPINT2	0.72556902
	0.7223569
HIST2H2AC	0.72023232
ERBB2	0.71913131
HOOK1	0.71770034
MUC21	0.71732323
XKRX	0.71678788
ENO1	0.71497306
BCAS4	0.71439731
NAXE	0.71426599
BUB1	0.71339394
WDR86	0.71259259
TFF1	0.71195286
CCT3	0.71175758
PTGES	0.71048822
RMI2	0.71032997
TFF3	0.70684175
MCM2	0.70499663
STK39	0.70493266
CDH1	0.70391582
ALPK2	0.70339394
POC1A	0.70176768
MRGBP	0.69958923
	0.69878788
SMPDL3B	0.6977138
CBX2	0.69724916
CCNA2	0.69686869
IRAK1	0.69657576
KRT17	0.69509764
LTB	0.6946229
PLEK2	0.69335017
HMMR	0.6927037
TMEM106C	0.69253872
FAP	0.69174074
GSDMB	0.69159596
SRPX2	0.69150168
STEAP3	0.69134343
NEK2	0.68987879
PAQR4	0.68847811
KAT2A	0.68793939
H1F0	0.68779125
PLK4	0.68606734
MCM6	0.6856532
RCC2	0.68489562
MCM10	0.68382828
TPX2	0.68273737
	0.68231987
DBNDD1	0.68211111
ECE2	0.67981818
CRELD2	0.67810774
BZW2	0.67672054
DDR1	0.67613805
CNFN	0.67414815
FUT3	0.67367003
PUS1	0.67358923
DUSP23	0.67278451
CCNO	0.67179125
POLQ	0.67107071
	0.67079125
CKS1B	0.6699798
KIF11	0.66978451
RFC4	0.66838047
MUC13	0.66496633
C20orf24	0.66465657
MAPK13	0.66427609
CCDC34	0.6640202
CYP2J2	0.66201347
MSMB	0.66188889
REEP6	0.66053535
BASP1	0.66050505
